gene_symbol,mean_log2_NNK,mean_log2_WT,log2FC,statistic,p.value,p_adj
GDF15,8.912282372401087,5.405046577241881,3.5072357951592057,8.981829096284269,1.535362887995601e-10,2.7475929171368977e-9
CD101,3.7850587093178127,5.554669892237054,-1.769611182919241,-8.378734250675068,1.5566082887080094e-10,2.7797969314422366e-9
MMS22L,7.393819024080882,9.106922854334108,-1.7131038302532264,-8.887311300423907,1.5563866569418503e-10,2.7797969314422366e-9
BAIAP2,9.04191841971508,6.858638976414955,2.1832794433001244,8.37246144995946,1.5746036396120135e-10,2.8090009454100443e-9
LRCH2,5.434506864790534,6.730173852618307,-1.2956669878277731,-8.510396117047817,1.598916689434769e-10,2.849402783630211e-9
GALNT18,8.689931119522804,6.80441067391612,1.8855204456066836,9.041815303237454,1.6034952549621195e-10,2.854588639114666e-9
SCNN1B,8.092288367457021,2.768944106609814,5.3233442608472075,10.447400939720797,1.612412045251316e-10,2.8661278909015903e-9
EPB41L1,10.162116038881985,8.264646515666769,1.8974695232152161,10.408703971979952,1.6133277758582132e-10,2.8661278909015903e-9
SIK2,10.344746674506974,9.401855203355765,0.9428914711512082,8.414797330572513,1.6177845626128733e-10,2.871064138711726e-9
NAV1,9.08578546214687,10.42241967060252,-1.336634208455651,-8.363995245617003,1.6221945964301874e-10,2.8759072700235902e-9
SKP2,6.89510053117359,8.488327776469406,-1.5932272452958163,-8.892680174486875,1.6244629667728052e-10,2.8769474570961853e-9
MT1F,7.275334752322197,3.682975782611294,3.5923589697109035,8.824573495242229,1.6369898984274933e-10,2.8961347654909574e-9
VIL1,6.593837163766959,2.475523907515863,4.118313256251096,8.40045452087763,1.6427418884810692e-10,2.903308701253526e-9
CCNB1,5.455090014401052,7.567847081674821,-2.112757067273769,-8.85887027327124,1.658066051792604e-10,2.9273678033093773e-9
RP11-205M3.3,4.8978615840253195,1.1637514611475812,3.7341101228777385,8.562222473733556,1.6656737626624138e-10,2.9377677042916057e-9
CDCA8,2.8631231147256537,5.4858635034054135,-2.62274038867976,-8.386538813742417,1.6745879521478382e-10,2.950448062342453e-9
HIST1H2BJ,5.48294089196205,7.681045745136145,-2.1981048531740948,-8.533321988483177,1.6889369711736228e-10,2.9726680764236974e-9
POLDIP2,7.878114297779226,7.021805747940802,0.856308549838424,8.349687810905086,1.7208295205721183e-10,3.0256887397685304e-9
KCNT2,6.644307246636358,9.008681565412543,-2.3643743187761848,-8.973740633400979,1.7256768491889603e-10,3.0310964615939154e-9
LIMS2,8.291114972747424,6.031208838761119,2.2599061339863056,8.37152930143781,1.7439307661426013e-10,3.0600171843248847e-9
UBE2T,3.3086383215518076,6.1333888879561975,-2.82475056640439,-8.33660563990267,1.7492719908885135e-10,3.066244387307447e-9
ACOT4,4.640540086058719,2.33721015896141,2.303329927097309,8.67499613385165,1.777187617610154e-10,3.1119883072747714e-9
GOPC,8.506710630418423,9.459660404948167,-0.9529497745297437,-8.298630182014243,1.8031942099930845e-10,3.1542992376852443e-9
RCN1,8.367556484537785,9.614234378280523,-1.2466778937427385,-8.54016228467332,1.8206490390850726e-10,3.179606049205088e-9
ATAD5,6.170470483827303,8.101174916170741,-1.9307044323434388,-8.864182261157714,1.8213782605921127e-10,3.179606049205088e-9
RP4-655J12.4,7.029041081223519,2.903529806506276,4.125511274717243,8.342094737731019,1.8311191322318115e-10,3.1933523052213897e-9
FAM76A,8.004568520669007,7.196143273900983,0.8084252467680244,8.308083471940881,1.8420564754620256e-10,3.2091550083711135e-9
RP11-794G24.1,5.4874211560143875,2.073671993172864,3.4137491628415235,8.370700765947673,1.8624641428976205e-10,3.241407584607578e-9
ROR1,6.97997586606599,8.574988356189916,-1.595012490123926,-8.624473552874024,1.8928608281613194e-10,3.290961691888603e-9
ECHS1,9.392267009420214,7.951892009690819,1.4403749997293955,8.67329038721461,1.9057244988322994e-10,3.3099629163475106e-9
SLC13A3,10.177640207817003,5.970134304351392,4.207505903465611,9.249252058544018,1.9078864007217535e-10,3.3103570530981496e-9
FZD7,7.313659072276817,9.754726320917014,-2.4410672486401968,-9.354165656126057,1.9182191445699841e-10,3.3249131839213055e-9
GATM,11.163083840993373,7.7765051845939075,3.3865786563994655,8.277794249516884,1.9380371560552219e-10,3.355864338642989e-9
CCDC136,4.8507716249565105,7.2401249998437915,-2.389353374887281,-8.930419292331706,1.99068853614803e-10,3.4435489864934776e-9
BCAT1,6.769834047433674,9.548442628108571,-2.778608580674897,-8.973740064199696,1.996614487576829e-10,3.4503111771176157e-9
ACOT11,9.942733805795228,7.992864553383096,1.9498692524121326,8.420768984100826,2.0214054461596699e-10,3.4896270810191356e-9
CDK4,7.904626944190978,8.93053794437547,-1.0259110001844913,-8.889665830197623,2.034590853253647e-10,3.508848822324939e-9
GCAT,6.19838462560437,4.547410362567146,1.6509742630372237,8.46390317758972,2.0584202182367112e-10,3.5463698986499147e-9
TUSC3,8.042311871016382,9.689904970429039,-1.6475930994126564,-9.999170913899762,2.1097095154008986e-10,3.6310775039716877e-9
SLC25A16,9.067879148547354,8.192870210926126,0.875008937621228,8.257923132792445,2.1242860804586107e-10,3.6524910818578802e-9
VHL,8.334869090514536,9.057763320709688,-0.722894230195152,-8.25960339412023,2.1367419144449387e-10,3.6702189430044184e-9
CDT1,2.6396327153325285,5.3062737445084895,-2.666641029175961,-8.271994144855578,2.140910350719678e-10,3.6736904995097546e-9
GPD1,8.041954727813808,3.499734473384221,4.542220254429587,8.24803712102443,2.146776009932997e-10,3.680064526847065e-9
SLC26A4,7.291076834590241,3.9614477241192456,3.329629110470995,8.899475582946119,2.1847855129240827e-10,3.741472528038559e-9
SLC1A1,8.652052521592255,5.186969278370352,3.465083243221903,9.195867818877337,2.219740679567848e-10,3.797532354604675e-9
DPYSL3,7.216902397251433,9.901481728483496,-2.6845793312320634,-8.999700391413073,2.2276750866138617e-10,3.807299238940054e-9
ORC6,3.740088062905926,6.066383109865951,-2.326295046960025,-8.36126178920669,2.2379797619477352e-10,3.821093589561063e-9
ABHD6,7.845919571696292,6.27188984935854,1.5740297223377526,8.233298137296273,2.253856202567953e-10,3.844364099056086e-9
CTD-2194A8.2,4.152224811213271,0.37136022733828694,3.780864583874984,9.316826433447492,2.2948587220061854e-10,3.910402690844803e-9
RAB11FIP5,8.848668688559998,6.551178294210258,2.2974903943497402,9.522564741393923,2.3525310739433463e-10,4.004686727663957e-9
CLRN3,5.120984650529176,0.9607140584592908,4.160270592069885,8.775017372806964,2.363848166871887e-10,4.0199517334835235e-9
ASS1,10.503196989670755,6.659310299905017,3.843886689765738,8.217098111679853,2.402576363694935e-10,4.081755355520651e-9
ESRP2,8.205058955698714,4.207914366978823,3.997144588719891,10.382987295859332,2.408832050619158e-10,4.08832328591196e-9
MAP3K13,9.250543970548925,8.220810777505775,1.0297331930431497,8.27857574046741,2.427577537970373e-10,4.116055155559677e-9
RP11-192H23.4,7.57007510358097,4.323992669170972,3.246082434409998,8.360040730313079,2.4579189142830324e-10,4.163373939163774e-9
RP11-254F7.3,5.262193388077356,1.4779607450931682,3.784232642984188,8.46850024946644,2.5014846417596314e-10,4.232977176184349e-9
CASC14,2.5178729387484884,4.953136764789705,-2.4352638260412167,-8.291429645886405,2.508353155274779e-10,4.240405709529735e-9
TNFAIP6,1.2331399050396992,4.298841225395794,-3.0657013203560948,-8.337638099881808,2.518891722529449e-10,4.254017728433742e-9
HNF1A-AS1,6.851446795100564,2.1102159634470303,4.741230831653533,8.744361343101712,2.539396881408663e-10,4.284418328120257e-9
NAP1L1,10.850033677193043,12.252853743706227,-1.4028200665131845,-8.733899711779179,2.6155121155981376e-10,4.408490765877137e-9
ST3GAL6,8.683201774084301,7.329492478414116,1.3537092956701846,8.180816185612095,2.6327008141481774e-10,4.433095032327463e-9
FADS2,7.334521560284211,9.019382916638609,-1.6848613563543982,-8.793534982111693,2.6423840375333256e-10,4.445025183295982e-9
HMGCL,7.776799412695201,6.679520225713497,1.0972791869817042,8.208021273907763,2.652720848621569e-10,4.458030282732594e-9
KATNAL1,8.028902104076934,9.279236610542371,-1.2503345064654372,-8.514648160290633,2.663538199384964e-10,4.4718166354345395e-9
TENM4,7.789240164630897,9.799245416588237,-2.01000525195734,-8.17375090776093,2.730458665663547e-10,4.5796751815854865e-9
MST1,8.235117527643174,6.0866551369222694,2.148462390720905,8.294320659396657,2.749243600326901e-10,4.60666596615011e-9
C6orf136,6.168382134720621,4.764585176897285,1.403796957823336,8.1726974361941,2.810661299749909e-10,4.704970011362176e-9
SLC48A1,8.309571139743504,6.992270602790868,1.3173005369526356,8.86144832703464,2.818266086018233e-10,4.708485956992181e-9
CA4,6.218115113102204,2.907401899532742,3.310713213569462,8.414370201868772,2.815897167649534e-10,4.708485956992181e-9
EVC,11.477368627614387,9.613760188760528,1.8636084388538592,8.187097495058914,2.8292453816451145e-10,4.721057097694124e-9
FOLR1,7.9088497788044005,3.845703900732638,4.063145878071762,9.939219385078001,2.831309669297504e-10,4.721057097694124e-9
NFE2L1,11.368157883210886,10.389055921326724,0.9791019618841617,8.156904701313659,2.8460202954318245e-10,4.740965454162381e-9
PVT1,4.607579038791653,7.575561746939222,-2.967982708147569,-8.6724638854021,2.8573567001313287e-10,4.7538490638705944e-9
ACVR1B,9.716643343013951,8.35725851614157,1.3593848268723807,9.167301694422306,2.859311834652117e-10,4.7538490638705944e-9
STX6,7.976249612221807,8.881570710341405,-0.9053210981195985,-8.37658044616135,2.870473888149444e-10,4.7634775489239474e-9
KIF2A,7.9736487459417615,9.230180703175607,-1.2565319572338458,-8.771035137507727,2.8707050549799013e-10,4.7634775489239474e-9
FAM3B,6.034364957082042,2.3016385686320175,3.7327263884500246,9.349025006635575,2.8734561786822034e-10,4.7634775489239474e-9
ZNF684,6.762312661962746,5.532994338421546,1.2293183235411993,8.18893669032106,2.896825751306816e-10,4.797569695387899e-9
ANKRD13B,4.2532524092053725,6.306457531203893,-2.053205121998521,-8.239895067502282,2.9238485469948693e-10,4.837640323209693e-9
GUCD1,8.908108279778192,7.877777226689737,1.0303310530884549,8.319892015421408,2.932246080114508e-10,4.8468469505892755e-9
INSR,11.42023667797994,10.101082555240225,1.3191541227397146,8.186859128380824,2.9595349458616227e-10,4.887232032220139e-9
MRPS6,9.789593831052771,7.930006400715021,1.8595874303377506,8.214005370230396,2.973193718998326e-10,4.9050528586907775e-9
TTC38,9.188226096494558,7.490241282050552,1.6979848144440064,8.529424124655133,2.977832054914386e-10,4.907972138292419e-9
TCTA,7.648776140582418,6.576532329701951,1.072243810880467,9.14436340382049,2.995672315031204e-10,4.93262386578959e-9
XKR5,2.1397223736459785,5.622861719372484,-3.483139345726505,-8.189530544517265,3.0007467102580027e-10,4.936228338374414e-9
TMEM129,8.247668334578442,7.23514292308058,1.0125254114978626,8.232541655856886,3.055925558150484e-10,5.022168534950863e-9
CHCHD10,7.685947312545929,5.585223038526475,2.100724274019454,9.000307433954623,3.0691325756960907e-10,5.039032639636153e-9
PPAPDC1A,6.504000023755385,3.2619692137354734,3.2420308100199113,8.4258423318437,3.085205320357134e-10,5.060564968424721e-9
CBLC,5.5604046508136165,1.752315877179036,3.8080887736345805,8.918835080027353,3.090909331189973e-10,5.0650648312258665e-9
CALU,9.522992669344996,10.809650743440233,-1.2866580740952376,-8.45524648038583,3.161200402509988e-10,5.175293443649845e-9
HEY1,5.131811886270003,7.284205388048211,-2.1523935017782083,-8.40215365083842,3.1643980198596003e-10,5.175575652366926e-9
ADIRF,6.703912438620183,2.9158556638221067,3.788056774798076,9.451479514467477,3.172352091558143e-10,5.183629377495388e-9
TMEM50B,7.903990561463486,7.0118024902497655,0.8921880712137202,8.137028921187675,3.1834022831636563e-10,5.196721971408762e-9
ADHFE1,8.72527953212985,7.111005405601265,1.614274126528585,8.12186811618373,3.200300952495732e-10,5.21932780698732e-9
TTC13,7.225835229091152,8.110031133830672,-0.8841959047395198,-8.133334993707006,3.2139734497036843e-10,5.236634074050536e-9
PLCB4,7.951072322995524,9.396663749100654,-1.4455914261051301,-8.76825080519224,3.230027733959533e-10,5.257784440778278e-9
RP11-397G17.1,4.286309136152216,0.19645127704033463,4.0898578591118815,9.819685335309392,3.25502953549848e-10,5.293445370086311e-9
ENDOG,6.020142048076514,4.749811274461315,1.270330773615199,8.174657081974638,3.263939165522193e-10,5.302893755342231e-9
HIST1H3H,6.527946617691633,8.721188455849449,-2.1932418381578156,-8.156752188539793,3.343622682176536e-10,5.421739319098864e-9
RNF219,6.9056865444595275,7.88405872338027,-0.9783721789207425,-8.200352082933396,3.346596166102643e-10,5.421739319098864e-9
RP11-617F23.1,6.940981754492083,5.037512089640037,1.9034696648520457,8.128646748277422,3.34156259042198e-10,5.421739319098864e-9
PSD3,8.936982276780421,10.395222029306199,-1.4582397525257775,-8.242891935089876,3.426803914700277e-10,5.5464296473691894e-9
C8orf46,5.994497438693272,4.103683993302863,1.8908134453904086,8.099793757304413,3.4387730240903245e-10,5.560541483566849e-9
KLHL21,9.457779082430596,7.741942613390889,1.715836469039707,8.184484258094754,3.493256410661974e-10,5.643307901190278e-9
TPMT,8.394381700888275,6.787047927327613,1.6073337735606614,8.101531059900214,3.514282989058223e-10,5.671920129887555e-9
STARD8,8.889691939578219,6.720677096341592,2.169014843236627,8.574845781185907,3.5653057270885517e-10,5.74884546456465e-9
RP11-352D13.5,3.680597756694202,0.5412222998003872,3.139375456893815,8.733059004272018,3.6024767208293625e-10,5.803311839919843e-9
KCNH2,3.2792456633467015,6.760339872576997,-3.481094209230296,-8.151165242643625,3.6143323527543036e-10,5.816933009493944e-9
MTND5P11,9.032174398947433,6.564587090500868,2.467587308446565,8.90609064722667,3.6813989206182125e-10,5.919301948678231e-9
SMIM2-IT1,1.1058659697605078,4.4797643435582915,-3.3738983737977835,-8.274590188543254,3.693453074908415e-10,5.9331075310359775e-9
LAMC1,10.744605099284506,12.015022171197284,-1.270417071912778,-8.740070354691806,3.8004687010774266e-10,6.099288793436455e-9
COA3,8.144242404555285,6.831033852479722,1.3132085520755634,8.095662310725992,3.860256569833391e-10,6.189434807564167e-9
PC,8.471875994609771,6.09479671236104,2.377079282248731,8.280498145131018,3.8675620513688274e-10,6.189546452274827e-9
C1QTNF6,6.3331928021898865,7.711088468000963,-1.3778956658110761,-8.188624113437227,3.8664154990648335e-10,6.189546452274827e-9
RP11-16D22.2,4.20703553553435,1.0314329745984563,3.1756025609358933,8.154829289704596,3.890363057358751e-10,6.220217867784441e-9
LINC00970,4.4589871138836426,1.6187479768201756,2.8402391370634668,8.058488935846134,3.91927274667561e-10,6.260589929983785e-9
SGCD,6.3094755652760375,9.512493826320227,-3.20301826104419,-8.74169574937505,3.9527158908558303e-10,6.30812159148895e-9
FAAH,7.723036041081481,5.600280636912336,2.122755404169145,8.091704046369275,4.039166477655086e-10,6.4400801584085e-9
GPX7,5.215266896100291,6.7986047073712434,-1.5833378112709529,-8.049941300215325,4.056017270848521e-10,6.460925835165409e-9
NNT,10.739602530214738,9.737573186848858,1.00202934336588,8.158510850404687,4.087987536229137e-10,6.505794490214704e-9
LRP8,4.65544182175756,6.647985638361655,-1.992543816604095,-8.050967727529896,4.1167896913105947e-10,6.545542568674875e-9
GCNT2,9.126866304621965,6.739109712199619,2.3877565924223454,9.18123046442765,4.1382167375490747e-10,6.573501573443786e-9
KIF20B,7.198398615281217,8.529232959770507,-1.3308343444892898,-8.333652595732346,4.265360133272201e-10,6.769181925790428e-9
TRPC7-AS1,4.230083365383761,0.41681477279283236,3.8132685925909287,9.252619741366525,4.369149463474958e-10,6.927470715581981e-9
CD1D,3.253665141435914,5.134559594329104,-1.8808944528931897,-8.046860293793122,4.4774157309706044e-10,7.092558178281954e-9
VANGL2,7.430742194002097,8.939115424628252,-1.5083732306261552,-8.714212732282864,4.5555489692581867e-10,7.209651412217304e-9
IL17RD,8.507565351404184,10.779920304211842,-2.2723549528076585,-9.049331691357729,4.5769993216833836e-10,7.236904287926001e-9
HINT2,6.091312430089302,4.846611745627227,1.2447006844620754,8.17092241408876,4.601814527192067e-10,7.269366298641917e-9
LINC00379,3.776733026658019,0.6090338041790088,3.16769922247901,8.356446653394027,4.606028213542108e-10,7.269366298641917e-9
CTB-119C2.1,6.205405890211791,4.761907129556605,1.443498760655186,8.045441898429907,4.689099162648113e-10,7.3936505506528955e-9
TMEM39A,8.110408183041782,9.053550230995906,-0.9431420479541242,-8.163882240015145,4.747936134117893e-10,7.476471362662093e-9
HIST1H3C,6.530154062491658,9.213186170659817,-2.6830321081681596,-8.273140358834333,4.750364958623858e-10,7.476471362662093e-9
GLTPD1,6.885913590651028,5.637106140405836,1.2488074502451925,7.999062791102649,4.755141840462829e-10,7.477110901345411e-9
HIBADH,9.604243417865087,8.402540630947295,1.2017027869177923,8.081415359469208,4.789444875010873e-10,7.524134336242976e-9
PANK1,8.509587128698188,6.862146783608218,1.6474403450899695,8.435550935358163,4.829434437715857e-10,7.579996730315861e-9
MARC2,9.377342314443249,7.368946423252444,2.008395891190805,8.09286682303854,4.854595003305045e-10,7.612503328739021e-9
ACOX1,10.09267483342674,9.226445439616,0.8662293938107393,7.989425402671372,4.918824989958291e-10,7.706159150934656e-9
KCNK5,8.41635507079439,4.489147209283951,3.927207861510439,8.382134377663046,4.943728467747092e-10,7.738088437897278e-9
ZNF280C,6.971473505533801,8.228491316489174,-1.2570178109553733,-8.514490780900097,4.955019413465192e-10,7.748672040727834e-9
PPARGC1A,11.998009698814824,8.42574471023814,3.572264988576684,9.433193708936834,4.990533451823628e-10,7.797081853314944e-9
ABCG8,4.169457407065027,1.0932464266478374,3.0762109804171898,8.000517713254185,4.997438119748979e-10,7.800745561374593e-9
LRP12,7.400118899999254,8.48687454277574,-1.0867556427764855,-8.198472587982875,5.00239748345067e-10,7.801368837454336e-9
CLEC3B,5.5786497773268255,2.9020205503783836,2.676629226948442,9.408276003129238,5.091992855513054e-10,7.920670820144498e-9
ASPDH,5.1526595356489695,0.8620811038482766,4.290578431800693,8.81759588732947,5.083953162609124e-10,7.920670820144498e-9
ZHX3,10.386481691727488,8.643187848603015,1.7432938431244729,9.383602593949586,5.092785773999852e-10,7.920670820144498e-9
SERPINF2,8.038587962622989,3.968975559104759,4.06961240351823,8.50596614277505,5.123900374916392e-10,7.96182448810805e-9
LGSN,5.738829997791945,1.6134179689279904,4.125412028863955,7.977278566014645,5.137408822506153e-10,7.975570792689224e-9
PNMA2,4.487611688499298,6.789608510290364,-2.3019968217910662,-8.029974296248069,5.147594671101735e-10,7.984138679348005e-9
TIA1,10.20919682736366,11.427614883195977,-1.2184180558323163,-8.671436739193211,5.21784115295979e-10,8.085763264930805e-9
AZGP1P1,3.9560979347684926,0.3859933225604397,3.570104612208053,8.672554932468035,5.248261325521086e-10,8.125543416924411e-9
ABTB2,8.654024070276632,6.517100975322992,2.13692309495364,8.434366427151112,5.269550207255745e-10,8.151127029451291e-9
NUP107,8.372877135846037,9.432649274844993,-1.0597721389989552,-8.369302953064967,5.333882351856679e-10,8.243185119743818e-9
C11orf82,2.716981719068389,5.4249752568505984,-2.7079935377822095,-8.534852591614783,5.339037131904851e-10,8.243704625688466e-9
MUC1,9.955830309836607,5.139557025886365,4.816273283950242,9.788856897928262,5.38134777418166e-10,8.300421184439611e-9
GATA3,9.468008106712976,4.69334161404154,4.774666492671436,9.80845623868204,5.385473179055394e-10,8.300421184439611e-9
SRPK2,8.938195120774083,9.697079179135658,-0.7588840583615752,-8.405925614200148,5.401647907135293e-10,8.317857101284482e-9
GJC1,7.0686666544528505,8.875421228386477,-1.8067545739336266,-8.542465185280697,5.431361098109048e-10,8.35609043763036e-9
ZMAT4,2.7359939178923316,6.101607518175691,-3.3656136002833597,-8.144159733357078,5.60586222270906e-10,8.616809605220718e-9
ZNF92,6.364828795513105,7.653648163643797,-1.2888193681306914,-8.194658959009562,5.613625406799484e-10,8.6209967198856e-9
PNPLA4,7.066146344298896,5.716398008335469,1.3497483359634268,8.190945512760093,5.62607435888714e-10,8.632365931106833e-9
C21orf33,9.323219686443371,8.250897987396328,1.072321699047043,8.60113954554192,5.649568542766855e-10,8.66064683061428e-9
ACTN4,11.801972301739529,10.75839207310138,1.0435802286381488,7.943685659174601,5.753632667442348e-10,8.812278216168639e-9
RP11-381E24.1,3.1118097647954905,4.7382042919880485,-1.626394527192558,-7.9400989831012385,5.803065046557556e-10,8.880039071243888e-9
C1orf210,6.256005208843122,2.0996423342461448,4.156362874596978,9.512020837691537,6.037232064979926e-10,9.230113151713724e-9
MRPL34,7.4635078298331985,6.261895779486672,1.2016120503465268,7.9946785309389305,6.092199386129172e-10,9.30583456231231e-9
MTND4P12,11.010126637288543,8.686311958390432,2.3238146788981116,8.859698616310503,6.115546910617278e-10,9.333164723179339e-9
PITPNM2,9.069616180360919,7.337084751711333,1.7325314286495859,8.229955477007561,6.197050319229843e-10,9.44912093238718e-9
CAMK1D,7.212367854155887,8.688179672034122,-1.4758118178782356,-8.638549580228682,6.216267404803736e-10,9.467543051484458e-9
RBBP8,10.107341222267937,8.482543093516714,1.6247981287512232,7.999551870098599,6.220200134363182e-10,9.467543051484458e-9
CAPN13,7.452516530123141,3.230324365721942,4.222192164401199,8.661673448657252,6.230407610206415e-10,9.47465007959212e-9
RPA1,8.05106608562951,8.82174950536876,-0.7706834197392514,-7.916968639305565,6.269076567539496e-10,9.524987736897485e-9
WWP2,9.63027144120915,8.462554614724578,1.1677168264845719,7.927497812897943,6.302545360166677e-10,9.567342149221963e-9
ZNF423,6.793470257146346,8.923027242150173,-2.129556985003827,-8.227090779374638,6.394173971784925e-10,9.697830523873801e-9
GRM7,1.7860336301854958,5.764144826895042,-3.9781111967095466,-8.12242221684827,6.42108083482036e-10,9.730013367768531e-9
PGM3,8.361500576449387,9.195319853955112,-0.8338192775057252,-8.132694915794753,6.459985138637212e-10,9.780303163876585e-9
TSPAN1,8.977007660387155,5.182446694166868,3.7945609662202875,9.441161898641084,6.528871131522638e-10,9.875855642625048e-9
ATP5D,7.7911419550548215,6.653819805767781,1.1373221492870407,7.944721975397496,6.557137254852078e-10,9.907255868865772e-9
DONSON,6.210555963499273,7.348051336159903,-1.1374953726606307,-7.921650216094205,6.561211655029764e-10,9.907255868865772e-9
VWA5B1,6.540214869998951,2.1764051821867363,4.363809687812214,8.702143631179041,6.56701628073369e-10,9.907276413650086e-9
CCNE2,2.9395968433205026,5.7106947188056045,-2.771097875485102,-7.963080309520304,6.664490169933247e-10,1.0045471174204228e-8
FMOD,7.173286581436437,9.410284043670664,-2.2369974622342275,-7.939209125369753,6.670746099955562e-10,1.0046049672362655e-8
FABP1,5.108713341822777,0.670676704643794,4.438036637178983,8.729593007191491,6.681019015358358e-10,1.0052671355738856e-8
RP11-285G1.9,4.219747733403936,0.9725486162563576,3.247199117147578,7.928001602372522,6.689579623745809e-10,1.0056707223466018e-8
ERBB2,10.672838849223877,9.204730500421325,1.4681083488025521,8.41473674794967,6.779789396571086e-10,1.0183374626561734e-8
TMSB15B,1.499451509755905,4.168224926676976,-2.6687734169210717,-7.92838278387531,6.85901045435296e-10,1.029332902219916e-8
SDHD,9.035392091106953,7.882739538518335,1.1526525525886182,7.929803643370995,6.971775005947571e-10,1.0453385346341022e-8
MYBL1,5.365409423334128,6.874890049233091,-1.5094806258989628,-7.951846805370081,6.998312839128868e-10,1.048398739508027e-8
ADH6,6.573454134076765,1.7956120584344957,4.777842075642269,8.133927769043742,7.028915036535952e-10,1.0520619286531678e-8
PRKDC,11.468705990377583,12.445831997571952,-0.9771260071943697,-8.423017864805407,7.058980168992223e-10,1.0554150916517923e-8
FANCA,5.687943489764435,7.98833579998614,-2.3003923102217048,-8.065818015196124,7.063656066993816e-10,1.0554150916517923e-8
GLIPR1,6.857469428644196,9.22532525790637,-2.367855829262174,-8.440970249884144,7.085356547138083e-10,1.057733680701905e-8
ANKRD24,5.6998542544831245,3.1740232074752464,2.525831047007878,7.93446781991496,7.144829892133661e-10,1.0656822126819762e-8
SLC2A11,9.20608691398321,7.394060039489867,1.812026874493343,7.921302126354483,7.182683979230996e-10,1.0703951003195459e-8
MOGAT1,4.464417088847105,1.0497607956840043,3.414656293163101,7.999592437990331,7.219288927337405e-10,1.0749137943332318e-8
ARMC4,1.9570350654207458,4.711631354922416,-2.75459628950167,-7.929536651230993,7.321758186118504e-10,1.0892229482444815e-8
TMEM88,6.088501216179971,3.8801912305330992,2.2083099856468715,7.950412936656711,7.369302256305625e-10,1.0953433796774685e-8
LETM1,9.146380249938476,8.08804426254966,1.0583359873888156,7.873062385068302,7.478926501615387e-10,1.1106725224794795e-8
NCAPD2,8.289497494452396,9.533092500022704,-1.2435950055703078,-8.441038206674333,7.559911864681753e-10,1.1217256910752423e-8
XRCC2,4.384875297993132,6.88325954291417,-2.4983842449210387,-8.28685020648357,7.63940930710009e-10,1.1316470778675664e-8
FRMPD3,1.4289520151147628,3.988151514158029,-2.559199499043266,-7.870944520334142,7.640006867763848e-10,1.1316470778675664e-8
KLC3,4.362972319609237,1.8384949975526252,2.5244773220566117,8.517265410030713,7.695434895535767e-10,1.13887110893448e-8
SLC16A9,10.11882278850664,7.182262322884975,2.936560465621664,8.344758976316507,7.805565823123072e-10,1.1541713059808946e-8
CDCA5,2.7648604577410847,5.799927352106925,-3.0350668943658405,-7.962315450117906,7.869089321133294e-10,1.1615563425879931e-8
POLE2,4.159016994856679,6.590312631100613,-2.4312956362439335,-7.862244144472218,7.862732812748948e-10,1.1615563425879931e-8
RP11-750B16.1,6.788637948016199,4.159169664125718,2.629468283890481,8.343017129548745,7.921958374269023e-10,1.1683522747154694e-8
TJP3,6.587636996112726,2.6526026448343036,3.9350343512784227,8.699601248374057,8.028304956899577e-10,1.1830167200916276e-8
KNTC1,8.498217981266974,10.15167482319619,-1.6534568419292164,-8.446937899104055,8.051782709920325e-10,1.1854552375328478e-8
RP11-386G11.10,4.243384762300483,6.205917984278282,-1.9625332219777993,-7.835651540665542,8.140939610886281e-10,1.1975511166211735e-8
MT-RNR1,16.892233859261946,14.369648606113202,2.522585253148744,8.590226767765543,8.174271534194297e-10,1.2014212835652579e-8
PURG,4.408652088878417,6.530341515190774,-2.121689426312358,-7.931831184916059,8.253687553983805e-10,1.212052246124935e-8
MSL3,7.537794769250538,8.339657131896203,-0.8018623626456653,-7.932721547261943,8.398444637252481e-10,1.2322520656442148e-8
FLRT2,8.039410154791733,10.644651126299788,-2.6052409715080547,-8.059050440390688,8.437288227450548e-10,1.236890548373813e-8
LAMTOR5,8.814260139544428,7.57335878760102,1.2409013519434087,7.823217557298431,8.451910688940196e-10,1.2379733567327813e-8
SPAST,7.63953124280259,8.706722433138564,-1.0671911903359739,-8.057931346882755,8.491425332034082e-10,1.2417906712515157e-8
ZNF286A,7.211624279342214,8.355318412659399,-1.1436941333171848,-8.090085578610855,8.492489393057479e-10,1.2417906712515157e-8
KIAA1671,9.366772976077906,8.383429289471248,0.9833436866066574,8.334490660084512,8.652842924554742e-10,1.2641574445199192e-8
PMS1,7.789452197074494,8.745142643781978,-0.955690446707484,-7.868607876491451,8.665755922275009e-10,1.2649637569819186e-8
SHB,7.020477208531118,5.251289570896951,1.7691876376341673,8.270956547213467,8.903308960595895e-10,1.2974259769835995e-8
RP11-279F6.1,6.3304323693353535,3.4849971617178626,2.845435207617491,7.9575022137741325,8.903116966163326e-10,1.2974259769835995e-8
SLC25A25,9.363425829925614,7.426941073598272,1.9364847563273422,7.8128147606032945,8.957763671928222e-10,1.3042503906327492e-8
GOLT1A,4.111736413363456,1.345233677488259,2.7665027358751972,7.923897844871092,9.031742559940325e-10,1.3139035009817948e-8
LINC01071,2.497882989470436,5.776519989278361,-3.278636999807925,-8.207966959787747,9.090354717693871e-10,1.3213066143611449e-8
